nombre,codigo
Almacenamiento de balones o redes de vóleibol,49161613
Almacenamiento de cajeros automáticos,78131805
Almacenamiento de cassettes,52161601
Almacenamiento de cintas de vídeo VHS o accesorios,43202104
Almacenamiento de datos,81111807
Almacenamiento de guardas o remates,60111208
Almacenamiento de muebles,78131603
Almacenamientos de transportes,78180302
Almacenes,30201707
Almacenes ,72141707
Almejas,10101802
Almibares,50161512
Almohadas,52121505
Almohadas absorbentes,47131908
Almohadas antimicrobianas de hospital antimicrobianas,42132104
Almohadas de baño para personas discapacitadas,42211605
Almohadas o compresas de hielo terapéuticas,42142111
Almohadilla de sellos de caucho de estampación,60121702
Almohadilla para alfombras,30161713
"Almohadilla para humedecer, humedecedores",44121622
Almohadillas abrasivas,31191505
Almohadillas de altavoz y oídos de auriculares telefónicos,43191607
Almohadillas de balineras,31171526
"Almohadillas de entintar, para sellos",44121905
Almohadillas de escritorio o sus accesorios,44121621
Almohadillas de lactancia,53131637
Almohadillas de piccolo,60131514
Almohadillas de ratón,43211802
Almohadillas de suelo de máquina,47121608
Almohadillas ecográficas médicas de transmisión de ultrasonido,42201717
Almohadillas o compresas de calentar o de refresca,42142108
Almohadillas o parches médicos para los ojos,42311518
Almohadillas o protectores de superficies,44111520
Almohadillas o tablas de disección,42261514
Almohadillas para el talón,53112003
Almohadillas para fracturas de fémur,42241708
Almohadillas para instrumental oftalmológico,42183038
Almohadillas petri,41122109
Almohadillas quirúrgicas de nervio frenico o almohadas del corazón,42295304
Almohadillas quitamanchas de los instrumentos,42281707
Almohadillas táctiles,43211713
"Almohadillas, cojines o almohadas para posicionar el enfermo",42141705
"Almohadillas, cubetas o rieles de muebles",56101903
"Almohadillas, tacos de freno de disco",25171713
Aloína,51171613
Alojamiento del cabezal de revestimiento,20141012
Alpargatas,53111706
Alprazolam,51141919
Alprostadil,51122112
Alquiler de andamios y/o escaleras,90152407
Alquiler de baños portátiles,73152209
Alquiler de barcos y lanchas,78111704
Alquiler de casilleros,91111803
Alquiler de cavas,90152411
Alquiler de contenedores de basura o desperdicios,73152208
Alquiler de cubertería,90152403
Alquiler de disfraces,91101803
"Alquiler de edificios, de oficinas",80131505
Alquiler de equipo audiovisual,73152203
Alquiler de equipos agrícolas,73152202
Alquiler de equipos de oficina,73152201
Alquiler de equipos de sonido,73152210
Alquiler de equipos industriales,73152206
"Alquiler de equipos médicos, odontológicos y veterinarios",73152211
Alquiler de equipos y sistemas de radios de comunicación,73152204
Alquiler de equipos y sistemas de transporte,73152205
Alquiler de esmóquines o trajes de etiqueta,91101801
Alquiler de instalaciones comerciales o industriales,80131502
Alquiler de instalaciones deportivas,80131504
"Alquiler de juegos infantiles, inflables",90152409
Alquiler de manteles y servilletas,90152402
Alquiler de maquinaria para la construcción,73152216
Alquiler de perros guardianes,92121503
Alquiler de sillas y mesas,90152401
Alquiler de togas y birretes,91101804
Alquiler de toldos o marquesinas,90152410
Alquiler de trajes de noche o de novia o vestidos,91101802
Alquiler de uniformes,91111501
Alquiler de vasos/tazas/copas de vidrio,90152408
Alquiler de vehículos,78111808
Alquiler de viviendas,80131501
"Alquiler e instalación de tarimas, escenarios",90152406
"Alquitrán de carbón, de hulla",30121501
Alquitrán de madera,11121710
Altavoces / parlantes,52161512
Altavoces del ordenador,43211607
"Altavoces, parlantes, cornetas",52161527
Alteplasa,51131702
Alternadores,26101615
Alto voltaje construcción de línea elevada,81102401
Alto voltaje mantenimiento y reparación de línea elevada,81102402
Altretamina,51111521
Altura de la bomba,40151716
Alumbrado de la sala de operación o accesorios,42191602
Alumbrado de la sala de paciente o accesorios,42191601
Alumbrado de pista,39111508
Alumbrado de zonas residenciales,39111608
Alumbrado submarino,39111606
Alumbre de amonio,51241304
Alúmina y otros compuestos de aluminio,12352311
Aluminio,11101705
Aluminio al,12141702
Aluminio en barra labrada,31231101
Aluminio en placas labrado,31231201
Alverina,51172111
Alzadoras de pliegos para libros,45101806
Alzadores de asientos de inodoros para personas discapacitadas,42211615
Alzadores de extremidad de motores,20122405
Alzadores quirúrgicos,42292703
Amalgamadores odontológicos,42152434
Amalgamas dentales soldadas,42152413
Amarres a techo,39121313
Amarres de carga,24141511
Ambroxol,51161652
Ambulancias,25101703
Amcinonida,51181746
Americio am,12141703
Ametralladoras,46101501
"Amianto, y amianto de asbesto",11101510
Amida de bloque de poliéter (PEBA),13101720
Amidas o imidas,12352111
Amidinas o imidinas,12352129
Amifostina,51111501
Amikacina sulfato ,51101586
Aminas o iminas o sus sustitutos,12352116
Aminoácidos o sus derivados,12352209
Aminofilina,51161504
Aminohipurato sódico,51212301
Aminoquinolinas,51101901
Amiodarone 150 mgs/3ml solución 3ml iv,51121775
Amiodarone hidroclorhidrato ,51121511
Amitriptilina hidrocloruro,51141601
Amitriptilinóxido,51141608
Amobarbital sódico,51141811
Amoladoras eléctricas,27112704
Amoníaco,12142103
Amoniacos ,47131804
Amortiguadores,25172011
Amortiguadores de choque de barrenos hacia abajo,20121513
Amortiguadores de presión posteriores (postboosters),25202406
Amortiguadores o almacenadores de bicarbonato,12161702
Amortiguadores ortopédicos para huesos,42295439
Amortiguadores para automóviles,25172004
Amortiguadores para camiones,25172003
"Amortiguadores, almacenadores ácidos",12161704
"Amortiguadores, almacenadores básicos",12161705
"Amortiguadores, almacenadores neutros",12161706
"Amortiguadores, pararrayos de chispas",25173705
Amortización de deudas,84101703
Amoxapina,51141629
Amoxicilina,51101511
Amperímetros,41113601
Ampicilina,51101567
Ampliaciones de potencia de bandejas de varios depósitos,44101722
Ampliaciones de procesador de señales,43211605
Ampliadores,45101904
Ampliadores fotográficos,45121705
Amplificador de audio,52161547
Amplificadores,32101514
Amplificadores de tubos de onda,32101526
Amplificadores operacionales,32101629
Amplificadores ópticos,43221801
Amplificadores sísmicos,41114104
Ampollas de laboratorio,41121807
Ampollas y accesorios,60124505
Ampolletas de laboratorio,41121806
Amprenavir,51102327
Anakinra,51142147
Análisis de base de datos,81111806
Análisis de factor,81131501
Análisis de indicadores medioambientales,77101503
Análisis de inversiones,84121703
Análisis de la cadena de suministro o servicios de reingeniería,80101704
Análisis de la fertilidad del suelo,70131707
Análisis de quimi – luminiscencia o bioluminiscencia,41113002
Análisis de regresión,81131503
Análisis de reproducción humana,93141613
Análisis de seguridad o riesgos,81141801
Análisis de serie temporal,81131505
Análisis de sistemas,81111808
Análisis de tránsito,81141602
Análisis del decaimiento del campo petrolífero,71151303
Análisis macro económicos,81121501
Análisis micro económico,81121502
Análisis monetario,81121603
Análisis multivariante,81131502
Análisis o servicios de inmigración,93141611
Análisis y/o investigación de mercado,80141501
Analizadores cintigráficos,41113008
Analizadores de absorción de rayos infrarrojos o ultravioleta,41113106
Analizadores de acceso aleatorio,41113007
Analizadores de ácidos grasos,41113310
Analizadores de ácidos o bases,41113301
Analizadores de agua,41113319
Analizadores de alimentación,41112704
Analizadores de aminoácidos,41115801
Analizadores de audífonos o de sistemas de prueba,42182409
Analizadores de azúcares,41113323
Analizadores de banco de sangre,41115803
Analizadores de bauxita,41113304
Analizadores de calcio,41113305
Analizadores de carbono orgánico,41113315
Analizadores de carnes y lácteos,41115829
Analizadores de cloro,41113306
Analizadores de coagulación,41115809
Analizadores de combustión catalítica,41113102
Analizadores de conductividad térmica,41113114
Analizadores de diferenciales térmicos,41113009
Analizadores de dióxido de carbono en disolución,41113119
Analizadores de electro gravimetría,41113003
Analizadores de electrolitos,41113308
Analizadores de emisión de gases de combustión de automoción,41113101
Analizadores de enzimas,41113309
Analizadores de frecuencia,41115303
Analizadores de función visual oftálmica,42183021
Analizadores de gases de absorción química,41113103
Analizadores de gases de nitrógeno,41113107
Analizadores de gases de oxígeno,41113110
Analizadores de gases sanguíneos,41115805
Analizadores de glucosa,41115830
Analizadores de grano,41112701
Analizadores de iones,41113005
Analizadores de ionización de llama,41113004
Analizadores de ionograma urinario,41115827
Analizadores de la velocidad del sonido,41115504
Analizadores de lactato,41113312
Analizadores de monitores de contenido de petróleo,41113314
"Analizadores de nitrógeno, nitratos o nitritos",41113322
Analizadores de óxidos de nitrógeno,41113108
Analizadores de ozono,41113111
Analizadores de película de radiografías odontológicas,42152013
Analizadores de presión,41112409
Analizadores de proteínas,41115823
Analizadores de protocolo,41113718
Analizadores de radiometría,41113006
Analizadores de rayo láser,41115322
Analizadores de secuencia de adn,41115811
Analizadores de sistemas,41113711
Analizadores de susceptibilidad paramagnética,41113112
Analizadores de termo gravimetría,41113010
Analizadores de tinnitus,42182414
Analizadores de un solo gas,41113117
Analizadores de unidades de electrocardiografía (ECG),42181712
Analizadores de uranio,41113318
Analizadores de varios gases,41113118
Analizadores de vibración,20122410
Analizadores del gas de fango,20122211
Analizadores hematológicos,41115815
Analizadores histológicos,41115817
Analizadores inmunológicos,41115819
Analizadores microbiológicos,41115821
Analizadores o detectores de dióxido de azufre,41113113
Analizadores o detectores de hidrocarburos (metano en aire),41113105
Analizadores o sensores de bombas de infusión intravenosa,42222006
Analizadores químicos,41115807
Analizadores radioisotópicos,41115825
Analizadores toxicológicos,41115813
Anastomosis de diálisis peritoneal o catéteres o de acceso a aparatos interiores,42161506
Anastrozol,51111801
Ancla para barcos ,25111906
Anclas para entubamiento,20121429
"Andadores, bicicletas o aparatos de ejercicio de marcha, o accesorios",42251706
Andalucita,11111805
Andamios,30191502
Anemómetros,41114401
Anfotericina b,51101801
Angélica,51212032
Anginoscopios o accesorios,42182020
Anguilas,10101705
Angulares de acero,30101504
Angulares de acero inoxidable,30101505
Angulares de aleación ferrosa,30101501
Angulares de aleación no ferrosa,30101502
Angulares de aluminio,30101506
Angulares de bronce,30101511
Angulares de cobre,30101509
Angulares de hierro,30101503
Angulares de latón,30101510
Angulares de magnesio,30101507
Angulares de titanio,30101508
Ángulos de caucho,30101516
Ángulos de estaño,30101513
Ángulos de metales preciosos,30101517
Ángulos de plástico,30101515
Ángulos de plomo,30101514
Ángulos de zinc,30101512
Anhídrido maléico de estireno,13111054
Anillados para libros,44122117
Anillas de colgante de joyería,54101512
Anillas para instrumental odontológico,42152607
Anillos,54101603
Anillos amortiguadores de cilindro neumático,27131709
Anillos colectores,39121016
Anillos de anastomosis,42295436
Anillos de calibrar,20121509
"Anillos de cuerda, ojales",31162401
Anillos de fijación para cirugía oftálmica,42294503
Anillos de joyería fina,54101503
Anillos de recubrimiento de ángulo de tubería,40142301
Anillos de retención,31163202
Anillos de sujección,31162411
Anillos del pistón,26101727
Anillos dentales de fundición o suministros relacionados,42152101
Anillos metálicos,27112808
Anillos para soldar en fuerte,23171524
Anillos quirúrgicos de laparotomía,42293901
Anillos retractores quirúrgicos,42293133
Animales de peluche,60141307
Animales y organismos preservados,41123202
Anís verde,51212011
Anisindiona,51131614
Anistreplasa,51131714
Anoscopios o proctoscopios,42182002
Antena lan umts gsm,43223113
Antenas de automoción,43221720
Antenas de aviación,43221719
Antenas de microondas,43221709
Antenas de onda corta,43221715
Antenas de radar,43221718
Antenas de radio,43221706
Antenas de satélite,43221712
Antenas de televisión,43221703
Antenas direccionales sísmicos,20122602
Anti – incrustantes,47101602
Anti adhesivos,15121512
Anticuerpos,12352203
Antídoto de carbón activado,51211618
Antídotos,51211616
Antígeno de la brucela,51201602
Antígeno del ántrax,51201601
Antigripado,15121510
Antiguedades,49101601
Antilinfocito,51201505
Antimicóticos,41106201
Antimoniato de meglumina,51101604
Antimonio,11101709
Antimonio sb,12141704
Antiparasitario tópico malation,51101713
Antisépticos basados en alcohól o acetona,51102710
Antisépticos de ácido acético,51102706
Antisépticos de fenol,51102712
Antisépticos de fenol y cloro,51102734
Antisépticos de formaldehído,51102708
Antisépticos de peróxido de hidrógeno,51102709
Antisulfatante para baterias de plomo ácido,12164202
Antitoxina difterica (equina),51201652
Antorcha culinaria,52151657
Antralina o ditranol,51241224
Anzuelos para pesca comercial,21111501
Apagadores de la vibración,26101765
"Apagadores, interruptores combinadores",39121510
"Apagadores, interruptores de flotador o de nivel",39121531
